TrainingRecordID,EmpID,TrainingDate,TrainingProgramName,TrainingPurpose,TrainingCategory,TrainingType,DeliveryMode,LocationCode,Trainer,TrainerGender,TrainingProvider,TrainingDurationDays,TrainingCostUSD,CompletionStatus,TrainingResult,AssessmentAttempts,FeedbackSubmitted,OverallSatisfactionScore,TrainerEvaluationScore,JobRelevanceScore,PersonalRelevanceScore,DigitalContentUsabilityScore
TRN-071349,1196,2023-12-16,Quality Management,Job Required,Operational Excellence,Internal,Live Online,Online,Internal Trainer 03,Female,Internal L&D,2,272.62,Completed,Not Applicable,,Yes,5,3,,4,
TRN-071350,1436,2023-12-16,Fire Safety,Mandatory,Health & Safety,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,29.83,Completed,Passed,1.0,Yes,4,,3,3,3
TRN-071351,1481,2023-12-16,Fire Safety,Mandatory,Health & Safety,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,29.68,Completed,Failed,3.0,Yes,4,,2,4,4
TRN-071352,1669,2023-12-16,Employee Onboarding,Mandatory,Onboarding,External,In-person,EXT-CHI-01,Maria Young,Female,ProjectPro Academy,2,479.11,Completed,Not Applicable,,Yes,3,4,2,3,
TRN-071353,1822,2023-12-16,Data Protection,Mandatory,Data Protection,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,37.73,Completed,Passed,1.0,Yes,3,,3,3,1
TRN-071354,2183,2023-12-16,Workplace Health & Safety,Mandatory,Health & Safety,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,33.08,Cancelled,Not Taken,,No,,,,,
TRN-071355,2762,2023-12-16,Fire Safety,Mandatory,Health & Safety,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,25.35,Completed,Passed,1.0,Yes,3,,2,3,4
TRN-071356,3302,2023-12-16,Workplace Health & Safety,Mandatory,Health & Safety,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,32.64,Completed,Passed,1.0,Yes,5,,3,4,3
TRN-071357,3413,2023-12-16,Fire Safety,Mandatory,Health & Safety,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,27.36,Completed,Passed,1.0,Yes,4,,4,3,4
TRN-071358,3483,2023-12-16,Workplace Health & Safety,Mandatory,Health & Safety,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,29.78,Completed,Passed,1.0,No,,,,,
TRN-071359,1191,2023-12-17,Data Protection,Mandatory,Data Protection,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,32.09,Completed,Passed,1.0,Yes,3,,3,3,3
TRN-071360,1663,2023-12-17,Employee Onboarding,Mandatory,Onboarding,Internal,Hybrid,US-MA-01,Internal Trainer 14,Male,Internal L&D,2,245.4,Completed,Not Applicable,,Yes,5,5,4,3,4
TRN-071361,1930,2023-12-17,Fire Safety,Mandatory,Health & Safety,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,27.02,Completed,Passed,2.0,Yes,5,,4,3,4
TRN-071362,2225,2023-12-17,IT Infrastructure,Job Required,Technical Skills,Internal,Hybrid,US-MA-01,Internal Trainer 11,Male,Internal L&D,2,457.13,Completed,Passed,1.0,Yes,4,5,5,3,4
TRN-071363,3313,2023-12-17,Fire Safety,Mandatory,Health & Safety,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,26.72,Completed,Passed,2.0,Yes,4,,3,3,4
TRN-071364,3389,2023-12-17,Data Protection,Mandatory,Data Protection,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,32.76,Completed,Passed,1.0,Yes,4,,4,2,3
TRN-071365,3420,2023-12-17,Technical Skills,Job Required,Technical Skills,External,In-person,EXT-BOS-01,James Wilson,Male,Leadership Partners,2,898.4,Completed,Passed,1.0,Yes,4,5,5,4,
TRN-071366,3489,2023-12-17,Data Protection,Mandatory,Data Protection,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,33.87,Completed,Passed,1.0,Yes,4,,4,4,3
TRN-071367,3528,2023-12-17,Workplace Health & Safety,Mandatory,Health & Safety,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,29.32,Completed,Passed,1.0,Yes,4,,4,4,3
TRN-071368,3971,2023-12-17,Fire Safety,Mandatory,Health & Safety,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,25.94,Completed,Passed,1.0,Yes,3,,3,3,5
TRN-071369,1060,2023-12-18,Business Compliance,Mandatory,Business Compliance,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,33.16,Completed,Passed,1.0,Yes,4,,3,2,4
TRN-071370,1304,2023-12-18,Data Protection,Mandatory,Data Protection,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,30.05,Completed,Passed,1.0,Yes,5,,3,4,5
TRN-071371,1673,2023-12-18,Leadership Development,Job Required,Leadership Development,Internal,Live Online,Online,Internal Trainer 17,Male,Internal L&D,2,296.84,Completed,Not Applicable,,Yes,4,3,5,4,
TRN-071372,1778,2023-12-18,Equipment Operation,Job Required,Technical Skills,Internal,In-person,US-MA-01,Internal Trainer 07,Male,Internal L&D,2,571.26,Completed,Passed,1.0,Yes,5,4,5,3,
TRN-071373,1830,2023-12-18,Information Security,Mandatory,Information Security,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,36.17,Completed,Passed,1.0,Yes,5,,5,4,3
TRN-071374,1832,2023-12-18,Workplace Health & Safety,Mandatory,Health & Safety,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,29.04,Completed,Passed,1.0,Yes,5,,4,3,4
TRN-071375,1868,2023-12-18,Fire Safety,Mandatory,Health & Safety,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,28.84,Completed,Passed,2.0,Yes,5,,3,5,5
TRN-071376,2055,2023-12-18,Information Security,Mandatory,Information Security,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,37.71,Completed,Passed,2.0,Yes,4,,4,4,3
TRN-071377,2284,2023-12-18,Fire Safety,Mandatory,Health & Safety,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,25.29,Completed,Passed,1.0,Yes,3,,4,3,3
TRN-071378,2285,2023-12-18,Information Security,Mandatory,Information Security,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,31.56,Completed,Passed,1.0,Yes,4,,5,3,3
TRN-071379,2298,2023-12-18,Workplace Health & Safety,Mandatory,Health & Safety,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,33.23,Completed,Passed,1.0,Yes,4,,3,2,4
TRN-071380,2343,2023-12-18,Fire Safety,Mandatory,Health & Safety,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,30.63,Completed,Passed,1.0,Yes,4,,3,3,3
TRN-071381,2539,2023-12-18,Fire Safety,Mandatory,Health & Safety,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,28.12,Completed,Passed,2.0,Yes,5,,4,3,4
TRN-071382,2682,2023-12-18,Fire Safety,Mandatory,Health & Safety,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,29.37,Completed,Passed,1.0,Yes,5,,,2,5
TRN-071383,2873,2023-12-18,Workplace Health & Safety,Mandatory,Health & Safety,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,28.76,Completed,Passed,1.0,Yes,4,,5,3,5
TRN-071384,3087,2023-12-18,Workplace Health & Safety,Mandatory,Health & Safety,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,29.09,Completed,Passed,1.0,Yes,4,,4,4,4
TRN-071385,3200,2023-12-18,Workplace Health & Safety,Mandatory,Health & Safety,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,29.98,Completed,Passed,1.0,No,,,,,
TRN-071386,3361,2023-12-18,Quality Management,Job Required,Operational Excellence,Internal,In-person,US-MA-03,Internal Trainer 05,Male,Internal L&D,2,455.52,Completed,Not Applicable,,Yes,4,5,5,3,
TRN-071387,3362,2023-12-18,Workplace Health & Safety,Mandatory,Health & Safety,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,32.71,Completed,Passed,2.0,Yes,4,,3,3,4
TRN-071388,3459,2023-12-18,Data Protection,Mandatory,Data Protection,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,36.3,Incomplete,Not Taken,0.0,No,,,,,
TRN-071389,3491,2023-12-18,Fire Safety,Mandatory,Health & Safety,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,29.33,Completed,Passed,1.0,Yes,5,,5,4,4
TRN-071390,3594,2023-12-18,Workplace Health & Safety,Mandatory,Health & Safety,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,33.26,Completed,Passed,1.0,Yes,5,,3,,5
TRN-071391,3656,2023-12-18,Data Protection,Mandatory,Data Protection,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,32.03,Completed,Passed,1.0,No,,,,,
TRN-071392,3749,2023-12-18,Workplace Health & Safety,Mandatory,Health & Safety,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,31.74,Incomplete,Not Taken,0.0,Yes,4,,4,4,4
TRN-071393,3903,2023-12-18,Fire Safety,Mandatory,Health & Safety,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,25.33,Completed,Passed,1.0,Yes,5,,4,,5
TRN-071394,3906,2023-12-18,Fire Safety,Mandatory,Health & Safety,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,25.18,Completed,Passed,2.0,Yes,3,,3,2,4
TRN-071395,3954,2023-12-18,Technical Skills,Job Required,Technical Skills,Internal,Self-paced Online,Online,,,Corporate Learning Platform,2,132.53,Completed,Passed,1.0,Yes,5,,5,3,5
TRN-071396,1172,2023-12-19,Fire Safety,Mandatory,Health & Safety,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,25.74,Completed,Passed,1.0,No,,,,,
TRN-071397,1489,2023-12-19,Fire Safety,Mandatory,Health & Safety,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,27.22,Completed,Passed,1.0,No,,,,,
TRN-071398,1894,2023-12-19,Fire Safety,Mandatory,Health & Safety,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,29.84,Completed,Passed,1.0,Yes,4,,3,3,4
TRN-071399,2183,2023-12-19,Fire Safety,Mandatory,Health & Safety,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,27.07,Completed,Passed,1.0,Yes,4,,3,4,4
TRN-071400,2607,2023-12-19,Communication Skills,Job Required,Professional Skills,Internal,Hybrid,US-AL-02,Internal Trainer 16,Male,Internal L&D,2,259.86,Completed,Not Applicable,,Yes,4,4,4,4,
TRN-071401,2762,2023-12-19,Employee Onboarding,Mandatory,Onboarding,Internal,Live Online,Online,Internal Trainer 07,Male,Internal L&D,2,170.03,Completed,Not Applicable,,Yes,4,3,3,2,
TRN-071402,2822,2023-12-19,Workplace Health & Safety,Mandatory,Health & Safety,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,28.24,Completed,Passed,1.0,Yes,3,,3,3,4
TRN-071403,3056,2023-12-19,Workplace Health & Safety,Mandatory,Health & Safety,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,32.19,Completed,Passed,1.0,Yes,5,,4,4,5
TRN-071404,3194,2023-12-19,Workplace Health & Safety,Mandatory,Health & Safety,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,27.8,Completed,Passed,1.0,Yes,5,,3,3,4
TRN-071405,3218,2023-12-19,Information Security,Mandatory,Information Security,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,32.02,Incomplete,Not Taken,0.0,No,,,,,
TRN-071406,3260,2023-12-19,Information Security,Mandatory,Information Security,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,34.36,Completed,Passed,1.0,Yes,4,,5,4,2
TRN-071407,3457,2023-12-19,Workplace Health & Safety,Mandatory,Health & Safety,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,30.35,Completed,Passed,1.0,No,,,,,
TRN-071408,3545,2023-12-19,Workplace Health & Safety,Mandatory,Health & Safety,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,33.03,Completed,Passed,1.0,Yes,3,,4,2,5
TRN-071409,3849,2023-12-19,Workplace Health & Safety,Mandatory,Health & Safety,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,33.84,Cancelled,Not Taken,,No,,,,,
TRN-071410,3861,2023-12-19,Workplace Health & Safety,Mandatory,Health & Safety,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,33.26,Completed,Passed,1.0,Yes,4,,3,4,5
TRN-071411,3957,2023-12-19,Fire Safety,Mandatory,Health & Safety,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,29.01,Completed,Passed,1.0,Yes,5,,4,4,5
TRN-071412,1044,2023-12-20,Fire Safety,Mandatory,Health & Safety,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,26.85,Completed,Passed,2.0,Yes,4,,4,2,4
TRN-071413,1258,2023-12-20,Fire Safety,Mandatory,Health & Safety,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,31.21,Completed,Passed,1.0,No,,,,,
TRN-071414,1285,2023-12-20,Workplace Health & Safety,Mandatory,Health & Safety,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,27.58,Completed,Passed,1.0,Yes,4,,2,4,4
TRN-071415,1403,2023-12-20,Fire Safety,Mandatory,Health & Safety,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,28.7,Completed,Passed,1.0,Yes,3,,3,1,4
TRN-071416,1458,2023-12-20,Fire Safety,Mandatory,Health & Safety,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,29.32,Completed,Passed,1.0,No,,,,,
TRN-071417,1597,2023-12-20,Fire Safety,Mandatory,Health & Safety,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,31.11,Completed,Passed,1.0,Yes,4,,3,3,5
TRN-071418,1614,2023-12-20,Data Protection,Mandatory,Data Protection,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,37.04,Completed,Failed,1.0,Yes,4,,3,3,3
TRN-071419,2110,2023-12-20,Fire Safety,Mandatory,Health & Safety,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,28.37,Completed,Passed,1.0,Yes,4,,3,,5
TRN-071420,2322,2023-12-20,Workplace Health & Safety,Mandatory,Health & Safety,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,31.0,Completed,Passed,1.0,Yes,5,,4,,4
TRN-071421,2481,2023-12-20,Data Protection,Mandatory,Data Protection,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,33.73,Cancelled,Not Taken,,No,,,,,
TRN-071422,2589,2023-12-20,Data Protection,Mandatory,Data Protection,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,30.58,Completed,Passed,1.0,Yes,4,,,3,4
TRN-071423,2628,2023-12-20,Information Security,Mandatory,Information Security,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,33.59,Completed,Passed,1.0,Yes,3,,4,3,4
TRN-071424,2660,2023-12-20,Data Protection,Mandatory,Data Protection,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,34.93,Completed,Passed,1.0,Yes,5,,4,3,
TRN-071425,2754,2023-12-20,Information Security,Mandatory,Information Security,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,33.48,Completed,Passed,2.0,Yes,4,,4,4,4
TRN-071426,2772,2023-12-20,Fire Safety,Mandatory,Health & Safety,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,25.54,Incomplete,Not Taken,0.0,Yes,4,,3,3,4
TRN-071427,3193,2023-12-20,Workplace Health & Safety,Mandatory,Health & Safety,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,33.78,Completed,Passed,1.0,Yes,4,,3,3,4
TRN-071428,3329,2023-12-20,Fire Safety,Mandatory,Health & Safety,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,27.41,Completed,Passed,1.0,Yes,3,,3,3,
TRN-071429,3504,2023-12-20,Data Protection,Mandatory,Data Protection,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,35.0,Completed,Passed,1.0,Yes,4,,5,2,5
TRN-071430,3561,2023-12-20,Fire Safety,Mandatory,Health & Safety,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,26.03,Completed,Passed,1.0,Yes,4,,4,2,3
TRN-071431,3885,2023-12-20,Data Protection,Mandatory,Data Protection,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,36.52,Completed,Passed,3.0,Yes,4,,3,4,4
TRN-071432,3938,2023-12-20,Fire Safety,Mandatory,Health & Safety,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,27.97,Completed,Passed,2.0,Yes,5,,3,2,5
TRN-071433,1029,2023-12-21,Fire Safety,Mandatory,Health & Safety,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,25.57,Completed,Passed,1.0,No,,,,,
TRN-071434,1115,2023-12-21,Workplace Health & Safety,Mandatory,Health & Safety,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,29.05,Completed,Passed,1.0,Yes,4,,4,,4
TRN-071435,1296,2023-12-21,Information Security,Mandatory,Information Security,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,34.2,Completed,Failed,3.0,No,,,,,
TRN-071436,1374,2023-12-21,Data Protection,Mandatory,Data Protection,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,34.13,Completed,Passed,2.0,Yes,5,,3,2,4
TRN-071437,1832,2023-12-21,Fire Safety,Mandatory,Health & Safety,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,27.71,Completed,Passed,2.0,Yes,3,,4,4,4
TRN-071438,1853,2023-12-21,Workplace Health & Safety,Mandatory,Health & Safety,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,27.69,Completed,Passed,1.0,Yes,5,,4,5,5
TRN-071439,1955,2023-12-21,Workplace Health & Safety,Mandatory,Health & Safety,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,33.26,Completed,Passed,2.0,Yes,5,,4,3,5
TRN-071440,2375,2023-12-21,Workplace Health & Safety,Mandatory,Health & Safety,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,31.59,Completed,Passed,1.0,Yes,4,,4,4,4
TRN-071441,2584,2023-12-21,Fire Safety,Mandatory,Health & Safety,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,28.67,Completed,Passed,1.0,No,,,,,
TRN-071442,2629,2023-12-21,Data Protection,Mandatory,Data Protection,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,30.98,Completed,Passed,1.0,Yes,4,,5,3,5
TRN-071443,2629,2023-12-21,Information Security,Mandatory,Information Security,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,31.64,Completed,Passed,1.0,No,,,,,
TRN-071444,2833,2023-12-21,Information Security,Mandatory,Information Security,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,36.25,Incomplete,Not Taken,0.0,No,,,,,
TRN-071445,3064,2023-12-21,Workplace Health & Safety,Mandatory,Health & Safety,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,33.02,Completed,Passed,1.0,No,,,,,
TRN-071446,3131,2023-12-21,Information Security,Mandatory,Information Security,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,37.89,Completed,Passed,2.0,Yes,5,,4,4,4
TRN-071447,3206,2023-12-21,Fire Safety,Mandatory,Health & Safety,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,27.26,Completed,Passed,1.0,Yes,4,,4,3,4
TRN-071448,3219,2023-12-21,Workplace Health & Safety,Mandatory,Health & Safety,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,28.82,Completed,Passed,1.0,Yes,4,,4,1,3
TRN-071449,3246,2023-12-21,Workplace Health & Safety,Mandatory,Health & Safety,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,28.16,Completed,Passed,3.0,Yes,4,,2,3,4
TRN-071450,3328,2023-12-21,Fire Safety,Mandatory,Health & Safety,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,30.74,Completed,Passed,3.0,Yes,4,,3,3,4
TRN-071451,3410,2023-12-21,Data Protection,Mandatory,Data Protection,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,30.18,Completed,Passed,1.0,Yes,4,,4,3,3
TRN-071452,3554,2023-12-21,Workplace Health & Safety,Mandatory,Health & Safety,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,30.66,Completed,Passed,1.0,Yes,4,,5,4,3
TRN-071453,1258,2023-12-22,Information Security,Mandatory,Information Security,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,33.98,Completed,Passed,1.0,Yes,4,,4,2,4
TRN-071454,1515,2023-12-22,Data Protection,Mandatory,Data Protection,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,30.78,Incomplete,Not Taken,0.0,No,,,,,
TRN-071455,2742,2023-12-22,Workplace Health & Safety,Mandatory,Health & Safety,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,32.83,Completed,Passed,1.0,No,,,,,
TRN-071456,3221,2023-12-22,Information Security,Mandatory,Information Security,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,33.48,Completed,Passed,1.0,Yes,3,,4,2,3
TRN-071457,3453,2023-12-22,Fire Safety,Mandatory,Health & Safety,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,29.61,Completed,Passed,1.0,Yes,5,,5,3,5
TRN-071458,3621,2023-12-22,Fire Safety,Mandatory,Health & Safety,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,29.18,Cancelled,Not Taken,,No,,,,,
TRN-071459,3665,2023-12-22,Workplace Health & Safety,Mandatory,Health & Safety,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,33.14,Completed,Passed,1.0,Yes,3,,4,2,4
TRN-071460,3744,2023-12-22,Workplace Health & Safety,Mandatory,Health & Safety,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,31.4,Completed,Passed,1.0,No,,,,,
TRN-071461,3774,2023-12-22,Fire Safety,Mandatory,Health & Safety,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,25.41,Incomplete,Failed,1.0,No,,,,,
TRN-071462,3823,2023-12-22,Fire Safety,Mandatory,Health & Safety,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,30.18,Completed,Failed,1.0,Yes,4,,4,2,4
TRN-071463,3933,2023-12-22,Data Protection,Mandatory,Data Protection,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,32.26,Completed,Passed,1.0,Yes,5,,5,3,4
TRN-071464,1548,2023-12-23,Employee Onboarding,Mandatory,Onboarding,Internal,Self-paced Online,Online,,,Corporate Learning Platform,2,70.62,Incomplete,Not Applicable,,No,,,,,
TRN-071465,2733,2023-12-23,Employee Onboarding,Mandatory,Onboarding,External,Live Online,Online,Sofia Grant,Female,SkillForge Institute,2,242.67,Completed,Not Applicable,,Yes,4,5,3,3,
TRN-071466,2750,2023-12-23,Data Protection,Mandatory,Data Protection,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,37.17,Completed,Passed,1.0,Yes,3,,4,3,4
TRN-071467,3931,2023-12-23,Fire Safety,Mandatory,Health & Safety,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,27.84,Completed,Passed,2.0,Yes,3,,3,2,5
TRN-071468,1199,2023-12-24,Workplace Health & Safety,Mandatory,Health & Safety,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,29.08,Completed,Passed,1.0,Yes,3,,1,3,4
TRN-071469,1533,2023-12-24,Fire Safety,Mandatory,Health & Safety,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,27.4,Completed,Passed,2.0,No,,,,,
TRN-071470,1798,2023-12-24,Workplace Health & Safety,Mandatory,Health & Safety,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,28.65,Incomplete,Failed,1.0,Yes,4,,4,3,4
TRN-071471,2937,2023-12-24,Information Security,Mandatory,Information Security,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,36.41,Completed,Passed,2.0,Yes,2,,4,3,2
TRN-071472,3221,2023-12-24,Fire Safety,Mandatory,Health & Safety,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,29.23,Completed,Passed,1.0,Yes,4,,3,2,5
TRN-071473,3257,2023-12-24,Fire Safety,Mandatory,Health & Safety,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,29.4,Completed,Passed,1.0,Yes,5,,4,2,5
TRN-071474,1195,2023-12-25,Workplace Health & Safety,Mandatory,Health & Safety,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,29.97,Completed,Passed,1.0,Yes,3,,4,2,4
TRN-071475,1447,2023-12-25,Workplace Health & Safety,Mandatory,Health & Safety,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,34.78,Completed,Passed,1.0,Yes,3,,2,3,4
TRN-071476,1973,2023-12-25,Workplace Health & Safety,Mandatory,Health & Safety,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,33.24,Completed,Passed,2.0,Yes,3,,3,3,4
TRN-071477,2041,2023-12-25,Data Protection,Mandatory,Data Protection,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,29.8,Completed,Passed,2.0,Yes,3,,4,2,4
TRN-071478,2189,2023-12-25,Data Protection,Mandatory,Data Protection,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,31.45,Completed,Failed,2.0,Yes,5,,4,4,3
TRN-071479,2349,2023-12-25,Workplace Health & Safety,Mandatory,Health & Safety,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,28.65,Completed,Passed,1.0,Yes,5,,5,3,3
TRN-071480,2478,2023-12-25,Information Security,Mandatory,Information Security,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,32.71,Completed,Passed,3.0,Yes,4,,3,4,3
TRN-071481,3087,2023-12-25,Fire Safety,Mandatory,Health & Safety,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,31.15,Completed,Passed,1.0,Yes,4,,4,2,3
TRN-071482,3260,2023-12-25,Fire Safety,Mandatory,Health & Safety,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,29.36,Completed,Passed,1.0,Yes,5,,4,,5
TRN-071483,3296,2023-12-25,Information Security,Mandatory,Information Security,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,37.17,Incomplete,Failed,1.0,No,,,,,
TRN-071484,3313,2023-12-25,Information Security,Mandatory,Information Security,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,37.01,Completed,Passed,2.0,Yes,5,,5,3,4
TRN-071485,3361,2023-12-25,Employee Onboarding,Mandatory,Onboarding,Internal,Self-paced Online,Online,,,Corporate Learning Platform,2,73.06,Completed,Not Applicable,,Yes,5,,3,4,5
TRN-071486,3477,2023-12-25,Data Protection,Mandatory,Data Protection,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,35.72,Completed,Passed,1.0,Yes,3,,2,3,4
TRN-071487,3621,2023-12-25,Information Security,Mandatory,Information Security,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,39.55,Completed,Passed,1.0,Yes,4,,4,3,3
TRN-071488,3769,2023-12-25,Workplace Health & Safety,Mandatory,Health & Safety,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,34.76,Completed,Passed,1.0,Yes,4,,3,3,4
TRN-071489,3774,2023-12-25,Workplace Health & Safety,Mandatory,Health & Safety,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,29.93,Completed,Passed,1.0,Yes,4,,4,4,4
TRN-071490,3823,2023-12-25,Information Security,Mandatory,Information Security,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,38.99,Completed,Passed,1.0,Yes,4,,5,4,3
TRN-071491,3931,2023-12-25,Workplace Health & Safety,Mandatory,Health & Safety,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,32.1,Cancelled,Not Taken,,No,,,,,
TRN-071492,1306,2023-12-26,Information Security,Mandatory,Information Security,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,31.33,Completed,Passed,2.0,Yes,5,,5,3,4
