ResponseID,EmpID,SurveyWaveID,SurveyLaunchDate,SurveyDate,EngagementScore,SatisfactionScore,WorkLifeBalanceScore
RESP-022749,1420,2022-H2,2022-09-01,2022-09-13,4,4,3
RESP-022750,2201,2022-H2,2022-09-01,2022-09-02,4,4,4
RESP-022751,3244,2022-H2,2022-09-01,2022-09-13,5,5,4
RESP-022752,1808,2022-H2,2022-09-01,2022-09-12,5,4,3
RESP-022753,2775,2022-H2,2022-09-01,2022-09-04,4,3,3
RESP-022754,1128,2022-H2,2022-09-01,2022-09-09,3,4,5
RESP-022755,3911,2022-H2,2022-09-01,2022-09-14,4,4,4
RESP-022756,1075,2022-H2,2022-09-01,2022-09-12,4,4,3
RESP-022757,2719,2022-H2,2022-09-01,2022-09-05,4,4,4
RESP-022758,3926,2022-H2,2022-09-01,2022-09-03,3,4,3
RESP-022759,3021,2022-H2,2022-09-01,2022-09-10,4,4,4
RESP-022760,2468,2022-H2,2022-09-01,2022-09-09,4,4,3
RESP-022761,3304,2022-H2,2022-09-01,2022-09-12,4,4,4
RESP-022762,2801,2022-H2,2022-09-01,2022-09-06,3,4,4
RESP-022763,2906,2022-H2,2022-09-01,2022-09-11,4,4,4
RESP-022764,3980,2022-H2,2022-09-01,2022-09-08,4,4,4
RESP-022765,3991,2022-H2,2022-09-01,2022-09-07,5,4,3
RESP-022766,2480,2022-H2,2022-09-01,2022-09-07,4,4,4
RESP-022767,3719,2022-H2,2022-09-01,2022-09-11,4,4,3
RESP-022768,3941,2022-H2,2022-09-01,2022-09-02,4,4,4
RESP-022769,2337,2022-H2,2022-09-01,2022-09-05,5,4,4
RESP-022770,3275,2022-H2,2022-09-01,2022-09-01,3,4,4
RESP-022771,3295,2022-H2,2022-09-01,2022-09-04,4,4,4
RESP-022772,2318,2022-H2,2022-09-01,2022-09-05,5,4,4
RESP-022773,1747,2022-H2,2022-09-01,2022-09-09,5,4,4
RESP-022774,2294,2022-H2,2022-09-01,2022-09-13,4,5,4
RESP-022775,3919,2022-H2,2022-09-01,2022-09-05,5,4,4
RESP-022776,3666,2022-H2,2022-09-01,2022-09-02,5,5,4
RESP-022777,3394,2022-H2,2022-09-01,2022-09-07,4,4,3
RESP-022778,1402,2022-H2,2022-09-01,2022-09-07,4,4,5
RESP-022779,2844,2022-H2,2022-09-01,2022-09-09,4,4,3
RESP-022780,1986,2022-H2,2022-09-01,2022-09-14,4,5,4
RESP-022781,3351,2022-H2,2022-09-01,2022-09-07,4,4,3
RESP-022782,3412,2022-H2,2022-09-01,2022-09-13,4,5,3
RESP-022783,2325,2022-H2,2022-09-01,2022-09-09,4,4,3
RESP-022784,1587,2022-H2,2022-09-01,2022-09-08,4,4,3
RESP-022785,3795,2022-H2,2022-09-01,2022-09-10,4,4,4
RESP-022786,1876,2022-H2,2022-09-01,2022-09-03,4,4,5
RESP-022787,2912,2022-H2,2022-09-01,2022-09-01,4,4,4
RESP-022788,1247,2022-H2,2022-09-01,2022-09-10,5,5,5
RESP-022789,1975,2022-H2,2022-09-01,2022-09-11,4,4,4
RESP-022790,3131,2022-H2,2022-09-01,2022-09-03,4,4,3
RESP-022791,1895,2022-H2,2022-09-01,2022-09-06,5,4,4
RESP-022792,3893,2022-H2,2022-09-01,2022-09-02,4,4,4
RESP-022793,2208,2022-H2,2022-09-01,2022-09-09,4,4,4
RESP-022794,3793,2022-H2,2022-09-01,2022-09-07,5,4,4
RESP-022795,2699,2022-H2,2022-09-01,2022-09-01,4,4,4
RESP-022796,1493,2022-H2,2022-09-01,2022-09-10,4,4,4
RESP-022797,2664,2022-H2,2022-09-01,2022-09-01,4,4,3
RESP-022798,2013,2022-H2,2022-09-01,2022-09-10,4,5,4
RESP-022799,2411,2022-H2,2022-09-01,2022-09-14,5,4,3
RESP-022800,1743,2022-H2,2022-09-01,2022-09-09,4,4,4
RESP-022801,1094,2022-H2,2022-09-01,2022-09-01,5,4,4
RESP-022802,2047,2022-H2,2022-09-01,2022-09-02,4,4,3
RESP-022803,3087,2022-H2,2022-09-01,2022-09-14,5,5,4
RESP-022804,2831,2022-H2,2022-09-01,2022-09-13,3,5,4
RESP-022805,1042,2022-H2,2022-09-01,2022-09-08,4,4,3
RESP-022806,1403,2022-H2,2022-09-01,2022-09-14,4,5,4
RESP-022807,1512,2022-H2,2022-09-01,2022-09-13,4,3,4
RESP-022808,3827,2022-H2,2022-09-01,2022-09-01,4,4,4
RESP-022809,2802,2022-H2,2022-09-01,2022-09-06,4,5,3
RESP-022810,1428,2022-H2,2022-09-01,2022-09-10,5,4,4
RESP-022811,1130,2022-H2,2022-09-01,2022-09-12,5,4,4
RESP-022812,1135,2022-H2,2022-09-01,2022-09-04,4,4,4
RESP-022813,2845,2022-H2,2022-09-01,2022-09-10,4,3,4
RESP-022814,2038,2022-H2,2022-09-01,2022-09-11,4,4,4
RESP-022815,3405,2022-H2,2022-09-01,2022-09-04,4,4,4
RESP-022816,2898,2022-H2,2022-09-01,2022-09-11,4,4,4
RESP-022817,1067,2022-H2,2022-09-01,2022-09-09,4,4,3
RESP-022818,3124,2022-H2,2022-09-01,2022-09-09,4,4,4
RESP-022819,3151,2022-H2,2022-09-01,2022-09-14,3,4,3
RESP-022820,1251,2022-H2,2022-09-01,2022-09-12,4,4,4
RESP-022821,1316,2022-H2,2022-09-01,2022-09-02,4,4,4
RESP-022822,2527,2022-H2,2022-09-01,2022-09-07,4,5,5
RESP-022823,1571,2022-H2,2022-09-01,2022-09-03,4,4,5
RESP-022824,2298,2022-H2,2022-09-01,2022-09-13,5,4,4
RESP-022825,3010,2022-H2,2022-09-01,2022-09-13,4,4,4
RESP-022826,3104,2022-H2,2022-09-01,2022-09-11,4,4,4
RESP-022827,1598,2022-H2,2022-09-01,2022-09-07,3,4,4
RESP-022828,2917,2022-H2,2022-09-01,2022-09-14,5,5,4
RESP-022829,3950,2022-H2,2022-09-01,2022-09-05,4,5,4
RESP-022830,1915,2022-H2,2022-09-01,2022-09-08,4,4,3
RESP-022831,1278,2022-H2,2022-09-01,2022-09-06,5,5,3
RESP-022832,2524,2022-H2,2022-09-01,2022-09-07,4,5,5
RESP-022833,1197,2022-H2,2022-09-01,2022-09-14,3,4,3
RESP-022834,1749,2022-H2,2022-09-01,2022-09-07,4,4,4
RESP-022835,1668,2022-H2,2022-09-01,2022-09-01,4,4,4
RESP-022836,2007,2022-H2,2022-09-01,2022-09-03,3,3,4
RESP-022837,2545,2022-H2,2022-09-01,2022-09-04,5,5,4
RESP-022838,2579,2022-H2,2022-09-01,2022-09-10,4,5,4
RESP-022839,3830,2022-H2,2022-09-01,2022-09-09,4,4,4
RESP-022840,3779,2022-H2,2022-09-01,2022-09-07,4,4,4
RESP-022841,3024,2022-H2,2022-09-01,2022-09-11,5,5,3
RESP-022842,3388,2022-H2,2022-09-01,2022-09-13,4,4,4
RESP-022843,2665,2022-H2,2022-09-01,2022-09-03,5,5,5
RESP-022844,1466,2022-H2,2022-09-01,2022-09-07,4,4,5
RESP-022845,1276,2022-H2,2022-09-01,2022-09-03,5,4,4
RESP-022846,2051,2022-H2,2022-09-01,2022-09-01,5,4,4
RESP-022847,1303,2022-H2,2022-09-01,2022-09-02,5,5,5
RESP-022848,1722,2022-H2,2022-09-01,2022-09-04,5,4,5
RESP-022849,2689,2022-H2,2022-09-01,2022-09-09,5,4,3
RESP-022850,3539,2022-H2,2022-09-01,2022-09-07,5,5,4
RESP-022851,1263,2022-H2,2022-09-01,2022-09-11,4,4,3
RESP-022852,3717,2022-H2,2022-09-01,2022-09-07,4,4,4
RESP-022853,3700,2022-H2,2022-09-01,2022-09-08,3,5,4
RESP-022854,2145,2022-H2,2022-09-01,2022-09-03,5,4,5
RESP-022855,1070,2022-H2,2022-09-01,2022-09-05,5,5,4
RESP-022856,1726,2022-H2,2022-09-01,2022-09-12,4,4,4
RESP-022857,3358,2022-H2,2022-09-01,2022-09-06,4,4,4
RESP-022858,3413,2022-H2,2022-09-01,2022-09-07,5,4,4
RESP-022859,3026,2022-H2,2022-09-01,2022-09-11,4,5,4
RESP-022860,2621,2022-H2,2022-09-01,2022-09-10,4,3,4
RESP-022861,3937,2022-H2,2022-09-01,2022-09-03,4,4,3
RESP-022862,1656,2022-H2,2022-09-01,2022-09-02,5,5,4
RESP-022863,2622,2022-H2,2022-09-01,2022-09-01,4,4,3
RESP-022864,1093,2022-H2,2022-09-01,2022-09-04,4,4,4
RESP-022865,2312,2022-H2,2022-09-01,2022-09-12,4,4,3
RESP-022866,3249,2022-H2,2022-09-01,2022-09-10,4,4,3
RESP-022867,2867,2022-H2,2022-09-01,2022-09-08,5,4,4
RESP-022868,1458,2022-H2,2022-09-01,2022-09-04,4,5,4
RESP-022869,1050,2022-H2,2022-09-01,2022-09-02,4,4,4
RESP-022870,3842,2022-H2,2022-09-01,2022-09-06,5,5,4
RESP-022871,3730,2022-H2,2022-09-01,2022-09-01,4,3,3
RESP-022872,2163,2022-H2,2022-09-01,2022-09-05,4,4,4
RESP-022873,3777,2022-H2,2022-09-01,2022-09-05,4,4,4
RESP-022874,1529,2022-H2,2022-09-01,2022-09-08,4,4,4
RESP-022875,3628,2022-H2,2022-09-01,2022-09-12,4,4,3
RESP-022876,2326,2022-H2,2022-09-01,2022-09-07,5,4,5
RESP-022877,1474,2022-H2,2022-09-01,2022-09-08,4,3,4
RESP-022878,1058,2022-H2,2022-09-01,2022-09-10,4,4,4
RESP-022879,2885,2022-H2,2022-09-01,2022-09-10,5,4,4
RESP-022880,1063,2022-H2,2022-09-01,2022-09-13,4,4,4
RESP-022881,1164,2022-H2,2022-09-01,2022-09-03,5,4,4
RESP-022882,1980,2022-H2,2022-09-01,2022-09-10,5,5,3
RESP-022883,1816,2022-H2,2022-09-01,2022-09-07,4,4,4
RESP-022884,1332,2022-H2,2022-09-01,2022-09-08,4,5,5
RESP-022885,1255,2022-H2,2022-09-01,2022-09-03,3,3,4
RESP-022886,3679,2022-H2,2022-09-01,2022-09-06,4,4,5
RESP-022887,2869,2022-H2,2022-09-01,2022-09-04,4,5,4
RESP-022888,3288,2022-H2,2022-09-01,2022-09-01,4,5,5
RESP-022889,3978,2022-H2,2022-09-01,2022-09-06,4,4,3
RESP-022890,2787,2022-H2,2022-09-01,2022-09-14,4,4,3
RESP-022891,3629,2022-H2,2022-09-01,2022-09-01,4,4,4
RESP-022892,1713,2022-H2,2022-09-01,2022-09-05,4,4,4
RESP-022893,2648,2022-H2,2022-09-01,2022-09-09,4,4,4
RESP-022894,3200,2022-H2,2022-09-01,2022-09-04,4,4,4
RESP-022895,2291,2022-H2,2022-09-01,2022-09-10,5,4,4
RESP-022896,1367,2022-H2,2022-09-01,2022-09-12,4,4,3
RESP-022897,3701,2022-H2,2022-09-01,2022-09-03,4,4,3
RESP-022898,2194,2022-H2,2022-09-01,2022-09-06,4,4,4
RESP-022899,1378,2022-H2,2022-09-01,2022-09-07,4,4,3
RESP-022900,3272,2022-H2,2022-09-01,2022-09-11,4,4,4
RESP-022901,3859,2022-H2,2022-09-01,2022-09-06,5,4,4
RESP-022902,3668,2022-H2,2022-09-01,2022-09-01,3,3,4
RESP-022903,2220,2022-H2,2022-09-01,2022-09-04,5,4,4
RESP-022904,3613,2022-H2,2022-09-01,2022-09-03,4,4,4
RESP-022905,2924,2022-H2,2022-09-01,2022-09-12,5,4,4
RESP-022906,2751,2022-H2,2022-09-01,2022-09-01,4,4,4
RESP-022907,2123,2022-H2,2022-09-01,2022-09-13,5,4,5
RESP-022908,1667,2022-H2,2022-09-01,2022-09-14,4,4,4
RESP-022909,2063,2022-H2,2022-09-01,2022-09-05,3,4,3
RESP-022910,1142,2022-H2,2022-09-01,2022-09-13,4,4,4
RESP-022911,3649,2022-H2,2022-09-01,2022-09-01,4,4,4
RESP-022912,2782,2022-H2,2022-09-01,2022-09-14,4,5,5
RESP-022913,3261,2022-H2,2022-09-01,2022-09-07,4,4,3
RESP-022914,3088,2022-H2,2022-09-01,2022-09-02,4,4,5
RESP-022915,1627,2022-H2,2022-09-01,2022-09-02,4,4,4
RESP-022916,2721,2022-H2,2022-09-01,2022-09-07,4,5,5
RESP-022917,1703,2022-H2,2022-09-01,2022-09-13,4,4,5
RESP-022918,2083,2022-H2,2022-09-01,2022-09-10,4,5,4
RESP-022919,1244,2022-H2,2022-09-01,2022-09-01,5,5,3
RESP-022920,2745,2022-H2,2022-09-01,2022-09-03,5,4,4
RESP-022921,3397,2022-H2,2022-09-01,2022-09-02,5,4,4
RESP-022922,1698,2022-H2,2022-09-01,2022-09-07,4,3,3
RESP-022923,1165,2022-H2,2022-09-01,2022-09-03,4,4,4
RESP-022924,1898,2022-H2,2022-09-01,2022-09-07,4,4,4
RESP-022925,3033,2022-H2,2022-09-01,2022-09-01,5,5,3
RESP-022926,3179,2022-H2,2022-09-01,2022-09-08,3,4,4
RESP-022927,3867,2022-H2,2022-09-01,2022-09-11,3,4,4
RESP-022928,3035,2022-H2,2022-09-01,2022-09-07,5,4,4
RESP-022929,1763,2022-H2,2022-09-01,2022-09-09,5,4,4
RESP-022930,1704,2022-H2,2022-09-01,2022-09-01,4,4,4
RESP-022931,2120,2022-H2,2022-09-01,2022-09-10,4,4,4
RESP-022932,3339,2022-H2,2022-09-01,2022-09-05,4,4,3
RESP-022933,3215,2022-H2,2022-09-01,2022-09-10,5,4,5
RESP-022934,1757,2022-H2,2022-09-01,2022-09-03,4,3,4
RESP-022935,1100,2022-H2,2022-09-01,2022-09-10,4,4,4
RESP-022936,1427,2022-H2,2022-09-01,2022-09-10,3,3,4
RESP-022937,3197,2022-H2,2022-09-01,2022-09-13,4,3,4
RESP-022938,2347,2022-H2,2022-09-01,2022-09-04,4,4,3
RESP-022939,2963,2022-H2,2022-09-01,2022-09-07,5,4,4
RESP-022940,3232,2022-H2,2022-09-01,2022-09-08,4,4,4
RESP-022941,1068,2022-H2,2022-09-01,2022-09-05,4,4,4
RESP-022942,1664,2022-H2,2022-09-01,2022-09-03,4,5,4
RESP-022943,2099,2022-H2,2022-09-01,2022-09-07,3,4,4
RESP-022944,2715,2022-H2,2022-09-01,2022-09-11,4,4,4
RESP-022945,3471,2022-H2,2022-09-01,2022-09-02,4,4,4
RESP-022946,1171,2022-H2,2022-09-01,2022-09-02,4,3,3
RESP-022947,3363,2022-H2,2022-09-01,2022-09-07,5,4,3
RESP-022948,2241,2022-H2,2022-09-01,2022-09-04,5,5,5
RESP-022949,3122,2022-H2,2022-09-01,2022-09-13,3,4,4
RESP-022950,2557,2022-H2,2022-09-01,2022-09-13,3,4,4
RESP-022951,2702,2022-H2,2022-09-01,2022-09-03,4,4,3
RESP-022952,3003,2022-H2,2022-09-01,2022-09-01,4,3,3
RESP-022953,2516,2022-H2,2022-09-01,2022-09-03,3,4,3
RESP-022954,2647,2022-H2,2022-09-01,2022-09-12,4,3,4
RESP-022955,3510,2022-H2,2022-09-01,2022-09-01,4,3,4
RESP-022956,2343,2022-H2,2022-09-01,2022-09-01,4,5,4
RESP-022957,1960,2022-H2,2022-09-01,2022-09-09,5,4,3
RESP-022958,1194,2022-H2,2022-09-01,2022-09-09,4,4,3
RESP-022959,3957,2022-H2,2022-09-01,2022-09-09,4,4,2
RESP-022960,1072,2022-H2,2022-09-01,2022-09-02,4,4,4
RESP-022961,1360,2022-H2,2022-09-01,2022-09-13,5,3,4
RESP-022962,3201,2022-H2,2022-09-01,2022-09-11,4,4,4
RESP-022963,1896,2022-H2,2022-09-01,2022-09-13,5,4,4
RESP-022964,3648,2022-H2,2022-09-01,2022-09-09,5,4,4
RESP-022965,1073,2022-H2,2022-09-01,2022-09-13,3,4,4
RESP-022966,1833,2022-H2,2022-09-01,2022-09-12,4,4,3
RESP-022967,1537,2022-H2,2022-09-01,2022-09-10,4,5,4
RESP-022968,2568,2022-H2,2022-09-01,2022-09-01,4,5,4
RESP-022969,2100,2022-H2,2022-09-01,2022-09-07,5,5,4
RESP-022970,3376,2022-H2,2022-09-01,2022-09-07,5,4,3
RESP-022971,1617,2022-H2,2022-09-01,2022-09-06,4,4,4
RESP-022972,3160,2022-H2,2022-09-01,2022-09-12,5,3,4
RESP-022973,3163,2022-H2,2022-09-01,2022-09-02,5,4,3
RESP-022974,2386,2022-H2,2022-09-01,2022-09-03,3,4,4
RESP-022975,2591,2022-H2,2022-09-01,2022-09-06,4,4,4
RESP-022976,2691,2022-H2,2022-09-01,2022-09-09,5,4,4
RESP-022977,2454,2022-H2,2022-09-01,2022-09-13,4,4,3
RESP-022978,1368,2022-H2,2022-09-01,2022-09-13,5,5,4
RESP-022979,2277,2022-H2,2022-09-01,2022-09-04,5,4,4
RESP-022980,2490,2022-H2,2022-09-01,2022-09-05,4,4,4
RESP-022981,1662,2022-H2,2022-09-01,2022-09-13,4,3,4
RESP-022982,1186,2022-H2,2022-09-01,2022-09-09,4,4,4
RESP-022983,2682,2022-H2,2022-09-01,2022-09-03,4,4,3
RESP-022984,3296,2022-H2,2022-09-01,2022-09-04,4,4,3
RESP-022985,3903,2022-H2,2022-09-01,2022-09-04,4,3,3
RESP-022986,1035,2022-H2,2022-09-01,2022-09-05,4,4,4
RESP-022987,2910,2022-H2,2022-09-01,2022-09-11,4,4,3
RESP-022988,2905,2022-H2,2022-09-01,2022-09-03,5,4,4
RESP-022989,3845,2022-H2,2022-09-01,2022-09-04,4,4,3
RESP-022990,3000,2022-H2,2022-09-01,2022-09-02,4,4,4
RESP-022991,1974,2022-H2,2022-09-01,2022-09-13,4,4,4
RESP-022992,2598,2022-H2,2022-09-01,2022-09-04,3,4,4
RESP-022993,3117,2022-H2,2022-09-01,2022-09-04,4,4,3
RESP-022994,2335,2022-H2,2022-09-01,2022-09-05,4,5,4
RESP-022995,3327,2022-H2,2022-09-01,2022-09-01,4,5,4
RESP-022996,1756,2022-H2,2022-09-01,2022-09-10,4,4,4
RESP-022997,3111,2022-H2,2022-09-01,2022-09-12,4,4,4
RESP-022998,3147,2022-H2,2022-09-01,2022-09-14,4,4,3
RESP-022999,2176,2022-H2,2022-09-01,2022-09-05,5,3,4
RESP-023000,1588,2022-H2,2022-09-01,2022-09-02,5,4,3
RESP-023001,3221,2022-H2,2022-09-01,2022-09-12,4,5,4
RESP-023002,1408,2022-H2,2022-09-01,2022-09-02,4,3,4
RESP-023003,3645,2022-H2,2022-09-01,2022-09-07,4,4,4
RESP-023004,1299,2022-H2,2022-09-01,2022-09-11,5,4,4
RESP-023005,2725,2022-H2,2022-09-01,2022-09-09,5,4,4
RESP-023006,3227,2022-H2,2022-09-01,2022-09-12,4,4,4
RESP-023007,3761,2022-H2,2022-09-01,2022-09-06,4,4,4
RESP-023008,2634,2022-H2,2022-09-01,2022-09-04,5,5,5
RESP-023009,3819,2022-H2,2022-09-01,2022-09-01,4,5,5
RESP-023010,1108,2022-H2,2022-09-01,2022-09-14,4,4,3
RESP-023011,2864,2022-H2,2022-09-01,2022-09-08,4,4,4
RESP-023012,2492,2022-H2,2022-09-01,2022-09-04,4,4,3
RESP-023013,1616,2022-H2,2022-09-01,2022-09-10,4,4,4
RESP-023014,3582,2022-H2,2022-09-01,2022-09-05,3,3,4
RESP-023015,2278,2022-H2,2022-09-01,2022-09-06,4,4,4
RESP-023016,3749,2022-H2,2022-09-01,2022-09-10,3,3,4
RESP-023017,1744,2022-H2,2022-09-01,2022-09-09,4,3,3
RESP-023018,3775,2022-H2,2022-09-01,2022-09-10,4,5,4
RESP-023019,2712,2022-H2,2022-09-01,2022-09-02,5,5,5
RESP-023020,2463,2022-H2,2022-09-01,2022-09-01,4,4,4
RESP-023021,3737,2022-H2,2022-09-01,2022-09-06,4,4,4
RESP-023022,3184,2022-H2,2022-09-01,2022-09-03,4,4,4
RESP-023023,2422,2022-H2,2022-09-01,2022-09-10,4,4,4
RESP-023024,2383,2022-H2,2022-09-01,2022-09-08,5,4,4
RESP-023025,3634,2022-H2,2022-09-01,2022-09-13,5,4,4
RESP-023026,1341,2022-H2,2022-09-01,2022-09-10,5,4,4
RESP-023027,2353,2022-H2,2022-09-01,2022-09-05,5,5,4
RESP-023028,2096,2022-H2,2022-09-01,2022-09-10,5,4,4
RESP-023029,2767,2022-H2,2022-09-01,2022-09-04,4,4,4
RESP-023030,2281,2022-H2,2022-09-01,2022-09-07,4,4,4
RESP-023031,2515,2022-H2,2022-09-01,2022-09-06,5,4,4
RESP-023032,3145,2022-H2,2022-09-01,2022-09-13,4,4,4
RESP-023033,1091,2022-H2,2022-09-01,2022-09-03,4,4,4
RESP-023034,3384,2022-H2,2022-09-01,2022-09-13,4,4,4
RESP-023035,3136,2022-H2,2022-09-01,2022-09-11,4,3,4
RESP-023036,2765,2022-H2,2022-09-01,2022-09-11,4,4,5
RESP-023037,3821,2022-H2,2022-09-01,2022-09-11,4,4,4
RESP-023038,2909,2022-H2,2022-09-01,2022-09-14,5,3,4
RESP-023039,3642,2022-H2,2022-09-01,2022-09-11,4,4,4
RESP-023040,3141,2022-H2,2022-09-01,2022-09-01,5,5,4
RESP-023041,1892,2022-H2,2022-09-01,2022-09-07,5,5,5
RESP-023042,1965,2022-H2,2022-09-01,2022-09-08,5,4,4
RESP-023043,3791,2022-H2,2022-09-01,2022-09-08,4,4,4
RESP-023044,3971,2022-H2,2022-09-01,2022-09-08,5,5,4
RESP-023045,1369,2022-H2,2022-09-01,2022-09-06,4,4,4
RESP-023046,3707,2022-H2,2022-09-01,2022-09-02,5,5,4
RESP-023047,1432,2022-H2,2022-09-01,2022-09-14,5,5,4
RESP-023048,2043,2022-H2,2022-09-01,2022-09-13,5,5,4
RESP-023049,3037,2022-H2,2022-09-01,2022-09-01,4,5,4
RESP-023050,1331,2022-H2,2022-09-01,2022-09-02,4,4,4
RESP-023051,1492,2022-H2,2022-09-01,2022-09-07,5,4,4
RESP-023052,3190,2022-H2,2022-09-01,2022-09-05,3,4,4
RESP-023053,1846,2022-H2,2022-09-01,2022-09-08,4,3,3
RESP-023054,1173,2022-H2,2022-09-01,2022-09-08,5,4,4
RESP-023055,3653,2022-H2,2022-09-01,2022-09-13,4,4,4
RESP-023056,2774,2022-H2,2022-09-01,2022-09-10,4,3,3
RESP-023057,2349,2022-H2,2022-09-01,2022-09-05,5,4,4
RESP-023058,2008,2022-H2,2022-09-01,2022-09-02,4,4,4
RESP-023059,2256,2022-H2,2022-09-01,2022-09-11,5,5,4
RESP-023060,3426,2022-H2,2022-09-01,2022-09-06,4,5,4
RESP-023061,3815,2022-H2,2022-09-01,2022-09-11,4,5,4
RESP-023062,3233,2022-H2,2022-09-01,2022-09-02,4,4,4
RESP-023063,2062,2022-H2,2022-09-01,2022-09-11,4,4,4
RESP-023064,1090,2022-H2,2022-09-01,2022-09-12,4,5,4
RESP-023065,2317,2022-H2,2022-09-01,2022-09-11,4,4,3
RESP-023066,1984,2022-H2,2022-09-01,2022-09-08,5,4,4
RESP-023067,2423,2022-H2,2022-09-01,2022-09-09,3,4,5
RESP-023068,3944,2022-H2,2022-09-01,2022-09-12,4,5,4
RESP-023069,2103,2022-H2,2022-09-01,2022-09-12,4,4,4
RESP-023070,2416,2022-H2,2022-09-01,2022-09-12,4,4,4
RESP-023071,3843,2022-H2,2022-09-01,2022-09-07,5,5,5
RESP-023072,2475,2022-H2,2022-09-01,2022-09-12,4,4,4
RESP-023073,2979,2022-H2,2022-09-01,2022-09-12,4,4,4
RESP-023074,2951,2022-H2,2022-09-01,2022-09-02,4,4,4
RESP-023075,1455,2022-H2,2022-09-01,2022-09-06,3,4,4
RESP-023076,1946,2022-H2,2022-09-01,2022-09-07,5,5,4
RESP-023077,3643,2022-H2,2022-09-01,2022-09-08,4,4,3
RESP-023078,2270,2022-H2,2022-09-01,2022-09-07,4,4,5
RESP-023079,1924,2022-H2,2022-09-01,2022-09-05,4,4,4
RESP-023080,3831,2022-H2,2022-09-01,2022-09-01,4,5,4
RESP-023081,1542,2022-H2,2022-09-01,2022-09-01,3,4,4
RESP-023082,2688,2022-H2,2022-09-01,2022-09-07,4,4,3
RESP-023083,1982,2022-H2,2022-09-01,2022-09-08,4,4,5
RESP-023084,3387,2022-H2,2022-09-01,2022-09-03,5,3,3
RESP-023085,3706,2022-H2,2022-09-01,2022-09-07,4,5,4
RESP-023086,2824,2022-H2,2022-09-01,2022-09-12,4,3,4
RESP-023087,3430,2022-H2,2022-09-01,2022-09-09,4,4,3
RESP-023088,3318,2022-H2,2022-09-01,2022-09-05,3,3,3
RESP-023089,1265,2022-H2,2022-09-01,2022-09-04,4,4,5
RESP-023090,3059,2022-H2,2022-09-01,2022-09-03,4,4,4
RESP-023091,2976,2022-H2,2022-09-01,2022-09-10,5,4,3
RESP-023092,3006,2022-H2,2022-09-01,2022-09-10,3,4,3
RESP-023093,2697,2022-H2,2022-09-01,2022-09-04,4,3,4
RESP-023094,3526,2022-H2,2022-09-01,2022-09-04,3,3,4
RESP-023095,3505,2022-H2,2022-09-01,2022-09-05,5,4,4
RESP-023096,1949,2022-H2,2022-09-01,2022-09-01,5,4,4
RESP-023097,1077,2022-H2,2022-09-01,2022-09-06,4,4,4
RESP-023098,2279,2022-H2,2022-09-01,2022-09-06,4,4,4
RESP-023099,2778,2022-H2,2022-09-01,2022-09-04,5,5,4
RESP-023100,1908,2022-H2,2022-09-01,2022-09-07,4,4,4
RESP-023101,2456,2022-H2,2022-09-01,2022-09-07,4,3,3
RESP-023102,2693,2022-H2,2022-09-01,2022-09-06,4,3,4
RESP-023103,2947,2022-H2,2022-09-01,2022-09-01,4,4,4
RESP-023104,3297,2022-H2,2022-09-01,2022-09-08,4,4,4
RESP-023105,2065,2022-H2,2022-09-01,2022-09-12,4,4,4
RESP-023106,3487,2022-H2,2022-09-01,2022-09-01,4,5,4
RESP-023107,3431,2022-H2,2022-09-01,2022-09-09,4,4,3
RESP-023108,1941,2022-H2,2022-09-01,2022-09-06,4,4,4
RESP-023109,3250,2022-H2,2022-09-01,2022-09-10,4,4,5
RESP-023110,1339,2022-H2,2022-09-01,2022-09-14,4,5,4
RESP-023111,1930,2022-H2,2022-09-01,2022-09-14,3,4,3
RESP-023112,3714,2022-H2,2022-09-01,2022-09-12,4,3,3
RESP-023113,3445,2022-H2,2022-09-01,2022-09-10,4,5,4
RESP-023114,1998,2022-H2,2022-09-01,2022-09-05,4,4,4
RESP-023115,1894,2022-H2,2022-09-01,2022-09-12,4,3,4
RESP-023116,1372,2022-H2,2022-09-01,2022-09-10,4,4,3
RESP-023117,3711,2022-H2,2022-09-01,2022-09-01,4,4,3
RESP-023118,1655,2022-H2,2022-09-01,2022-09-12,4,4,4
RESP-023119,2755,2022-H2,2022-09-01,2022-09-07,4,4,4
RESP-023120,1526,2022-H2,2022-09-01,2022-09-02,4,4,4
RESP-023121,1217,2022-H2,2022-09-01,2022-09-03,3,4,4
RESP-023122,3825,2022-H2,2022-09-01,2022-09-05,5,4,4
RESP-023123,3626,2022-H2,2022-09-01,2022-09-10,4,4,3
RESP-023124,2481,2022-H2,2022-09-01,2022-09-02,4,4,4
RESP-023125,2581,2022-H2,2022-09-01,2022-09-11,5,4,4
RESP-023126,2254,2022-H2,2022-09-01,2022-09-12,4,4,4
RESP-023127,3333,2022-H2,2022-09-01,2022-09-10,4,4,4
RESP-023128,2070,2022-H2,2022-09-01,2022-09-12,4,4,3
RESP-023129,3416,2022-H2,2022-09-01,2022-09-04,4,4,3
RESP-023130,1242,2022-H2,2022-09-01,2022-09-08,4,4,4
RESP-023131,2588,2022-H2,2022-09-01,2022-09-03,4,4,4
RESP-023132,2879,2022-H2,2022-09-01,2022-09-14,4,4,4
RESP-023133,3146,2022-H2,2022-09-01,2022-09-14,5,4,4
RESP-023134,3414,2022-H2,2022-09-01,2022-09-14,4,4,4
RESP-023135,2438,2022-H2,2022-09-01,2022-09-11,4,5,4
